device_id,timestamp,room_temp_c,setpoint_c,ambient_temp_c,compressor_state,power_watt,mode
DVC-103,2026-06-12 18:30:00,24.36,24.0,34.79,0,46.8,FAN
DVC-104,2026-06-05 17:15:00,24.36,24.0,35.13,1,1582.8,COOL
DVC-104,2026-06-10 16:15:00,23.5,24.0,36.39,0,47.3,FAN
DVC-101,2026-06-05 19:30:00,24.48,24.0,32.34,0,26.5,FAN
DVC-105,2026-06-10 21:15:00,24.93,26.0,30.15,0,48.9,FAN
DVC-103,2026-06-06 22:00:00,25.31,26.0,29.22,0,46.5,OFF
DVC-101,2026-06-01 05:45:00,25.98,26.0,26.4,0,59.8,OFF
DVC-101,2026-06-06 16:30:00,24.55,24.0,36.67,0,35.2,FAN
DVC-104,2026-06-03 18:15:00,24.17,24.0,34.46,1,1409.3,COOL
DVC-105,2026-06-08 17:15:00,24.37,24.0,36.57,1,1544.3,COOL
DVC-102,2026-06-01 10:15:00,24.6,24.0,32.54,1,1505.5,COOL
DVC-101,2026-06-12 07:30:00,26.7,26.0,27.87,0,31.1,OFF
DVC-101,2026-06-13 03:30:00,25.77,26.0,26.53,0,46.4,OFF
DVC-102,2026-06-04 19:45:00,24.41,24.0,31.95,0,49.6,FAN
DVC-103,2026-06-11 17:45:00,24.15,24.0,34.87,1,1444.5,COOL
DVC-103,2026-06-02 21:15:00,24.66,26.0,30.95,0,49.5,FAN
DVC-101,2026-06-07 08:15:00,26.42,26.0,30.15,0,58.3,FAN
DVC-103,2026-06-06 09:30:00,25.45,24.0,31.91,1,1421.6,COOL
DVC-104,2026-06-03 17:15:00,24.82,24.0,36.84,0,48.6,FAN
DVC-103,2026-06-11 14:30:00,24.4,24.0,37.58,1,1282.9,COOL
DVC-103,2026-06-13 12:15:00,24.07,24.0,35.37,1,1213.5,COOL
DVC-104,2026-06-03 01:45:00,26.99,26.0,25.1,0,76.0,OFF
DVC-102,2026-06-09 18:30:00,24.28,24.0,34.96,1,1592.2,COOL
DVC-103,2026-06-13 04:30:00,25.7,26.0,26.71,0,45.7,OFF
DVC-105,2026-06-04 09:30:00,25.15,24.0,31.26,1,1325.8,COOL
DVC-101,2026-06-11 14:45:00,24.26,24.0,37.36,1,1316.5,COOL
DVC-101,2026-06-12 23:00:00,26.08,26.0,28.61,0,43.7,OFF
DVC-104,2026-06-05 22:45:00,25.91,26.0,28.6,0,60.3,OFF
DVC-105,2026-06-03 00:45:00,25.76,26.0,26.19,0,53.0,OFF
DVC-102,2026-06-02 23:45:00,26.55,26.0,27.38,0,26.8,OFF
DVC-103,2026-06-04 04:30:00,25.93,26.0,25.26,0,56.2,OFF
DVC-103,2026-06-06 06:00:00,25.77,26.0,27.85,0,50.6,OFF
DVC-102,2026-06-12 18:00:00,24.11,24.0,34.46,1,1268.6,COOL
DVC-103,2026-06-05 03:45:00,26.14,26.0,25.54,0,48.3,OFF
DVC-105,2026-06-14 19:00:00,24.38,24.0,35.16,0,46.0,FAN
DVC-101,2026-06-03 10:00:00,24.49,24.0,32.74,1,1465.3,COOL
DVC-101,2026-06-05 14:30:00,24.23,24.0,37.17,1,1612.3,COOL
DVC-103,2026-06-10 12:45:00,24.53,24.0,35.86,1,1441.7,COOL
DVC-104,2026-06-08 04:45:00,26.25,26.0,26.04,0,56.0,OFF
DVC-105,2026-06-05 01:45:00,25.36,26.0,25.66,0,29.6,OFF
DVC-103,2026-06-05 17:45:00,24.3,24.0,35.53,1,1371.0,COOL
DVC-101,2026-06-14 15:45:00,0.0,24.0,37.37,1,1258.8,COOL
DVC-104,2026-06-06 19:45:00,24.12,24.0,32.72,1,1276.7,COOL
DVC-102,2026-06-09 16:15:00,24.42,24.0,36.54,1,1529.0,COOL
DVC-105,2026-06-03 06:15:00,25.5,26.0,26.76,0,45.1,OFF
DVC-102,2026-06-07 23:30:00,25.9,26.0,27.52,0,37.1,OFF
DVC-104,2026-06-07 09:45:00,25.08,24.0,31.82,1,1468.0,COOL
DVC-103,2026-06-01 04:45:00,26.2,26.0,25.82,0,33.4,OFF
DVC-104,2026-06-02 16:30:00,24.6,24.0,36.62,0,63.6,FAN
DVC-105,2026-06-10 06:00:00,25.85,26.0,26.31,0,48.9,OFF
DVC-104,2026-06-03 04:15:00,26.13,26.0,25.38,0,49.0,OFF
DVC-105,2026-06-12 17:15:00,24.19,24.0,35.74,1,1563.8,COOL
DVC-104,2026-06-08 21:15:00,24.75,26.0,30.22,0,62.5,FAN
DVC-103,2026-06-12 14:15:00,24.06,24.0,36.51,1,1348.2,COOL
DVC-104,2026-06-06 17:30:00,24.32,24.0,35.82,1,1466.7,COOL
DVC-101,2026-06-14 10:15:00,24.4,24.0,33.42,1,1191.5,COOL
DVC-103,2026-06-11 04:15:00,25.83,26.0,26.6,0,52.2,OFF
DVC-101,2026-06-10 22:00:00,25.46,26.0,29.73,0,47.6,OFF
DVC-103,2026-06-01 08:45:00,26.05,26.0,30.17,1,1398.5,COOL
DVC-101,2026-06-11 09:45:00,25.4,24.0,32.66,1,1408.6,COOL
DVC-104,2026-06-11 18:30:00,23.5,24.0,35.47,1,1275.2,COOL
DVC-102,2026-06-13 10:00:00,24.97,24.0,32.29,1,1402.8,COOL
DVC-101,2026-06-04 22:45:00,25.79,26.0,28.07,0,37.9,OFF
DVC-103,2026-06-13 13:45:00,23.92,24.0,37.06,1,1525.5,COOL
DVC-102,2026-06-10 23:00:00,26.16,26.0,28.34,0,51.7,OFF
DVC-103,2026-06-05 23:00:00,25.83,26.0,27.45,0,37.9,OFF
DVC-105,2026-06-02 01:15:00,26.2,26.0,26.24,0,46.9,OFF
DVC-102,2026-06-07 06:00:00,25.98,26.0,26.73,0,44.9,OFF
DVC-101,2026-06-11 12:15:00,24.63,24.0,35.74,0,39.8,FAN
DVC-102,2026-06-03 09:45:00,25.22,24.0,32.46,1,1465.8,COOL
DVC-104,2026-06-03 11:30:00,24.04,24.0,34.69,1,1510.6,COOL
DVC-101,2026-06-13 09:45:00,25.21,24.0,32.78,1,1383.7,COOL
DVC-105,2026-06-12 16:15:00,24.26,24.0,36.86,1,1230.0,COOL
DVC-104,2026-06-06 07:45:00,26.41,26.0,29.32,0,39.2,OFF
DVC-105,2026-06-12 22:00:00,25.78,26.0,28.77,0,51.6,OFF
DVC-102,2026-06-13 07:00:00,25.88,26.0,27.71,0,31.0,OFF
DVC-102,2026-06-13 19:45:00,24.35,24.0,33.95,1,1469.5,COOL
DVC-103,2026-06-14 22:15:00,25.22,26.0,29.24,0,50.0,OFF
DVC-101,2026-06-01 10:30:00,24.28,24.0,32.9,1,1439.5,COOL
DVC-103,2026-06-14 11:15:00,24.31,24.0,34.09,1,1368.7,COOL
DVC-105,2026-06-07 10:45:00,24.5,24.0,34.99,1,1244.9,COOL
DVC-102,2026-06-06 10:30:00,24.32,24.0,32.72,1,1328.3,COOL
DVC-104,2026-06-13 22:15:00,23.5,26.0,28.63,0,40.0,OFF
DVC-102,2026-06-07 23:45:00,26.12,26.0,27.2,0,31.7,OFF
DVC-104,2026-06-08 06:30:00,26.63,26.0,27.78,0,60.9,OFF
DVC-104,2026-06-12 22:45:00,23.5,26.0,29.55,0,37.1,OFF
DVC-102,2026-06-12 15:15:00,24.09,24.0,36.64,1,1299.6,COOL
DVC-102,2026-06-06 19:30:00,24.53,24.0,33.75,0,44.5,FAN
DVC-101,2026-06-12 09:15:00,25.75,24.0,31.5,1,1159.7,COOL
DVC-104,2026-06-11 04:30:00,23.5,26.0,25.3,0,33.5,OFF
DVC-102,2026-06-11 14:45:00,24.69,24.0,36.99,0,54.1,FAN
DVC-105,2026-06-06 15:45:00,24.19,24.0,37.16,1,1258.2,COOL
DVC-104,2026-06-05 04:15:00,25.59,26.0,24.84,0,49.0,OFF
DVC-102,2026-06-04 20:00:00,24.24,24.0,33.51,1,1468.9,COOL
DVC-105,2026-06-01 00:00:00,26.86,26.0,26.49,0,46.4,OFF
DVC-102,2026-06-09 15:30:00,24.53,24.0,36.83,0,45.9,FAN
DVC-102,2026-06-01 21:00:00,24.59,26.0,31.47,0,48.6,FAN
DVC-103,2026-06-06 01:30:00,25.57,26.0,25.9,0,22.3,OFF
DVC-105,2026-06-11 01:45:00,26.39,26.0,24.76,0,54.3,OFF
DVC-101,2026-06-03 00:45:00,26.08,26.0,25.47,0,54.1,OFF
DVC-101,2026-06-03 04:00:00,25.41,26.0,24.68,0,37.2,OFF
DVC-103,2026-06-04 03:30:00,26.02,26.0,25.22,0,49.3,OFF
DVC-104,2026-06-09 15:00:00,23.5,24.0,37.85,1,1369.1,COOL
DVC-104,2026-06-05 09:15:00,25.55,24.0,30.74,1,1310.5,COOL
DVC-102,2026-06-13 10:30:00,24.46,24.0,32.87,1,1424.7,COOL
DVC-105,2026-06-01 23:45:00,26.31,26.0,27.58,0,54.4,OFF
DVC-105,2026-06-02 17:45:00,23.98,24.0,34.84,1,1427.8,COOL
DVC-102,2026-06-10 08:15:00,26.54,26.0,30.0,0,46.3,FAN
DVC-104,2026-06-03 21:00:00,24.44,26.0,31.15,0,44.0,FAN
DVC-102,2026-06-07 17:15:00,24.44,24.0,36.77,1,1448.3,COOL
DVC-104,2026-06-06 22:00:00,25.55,26.0,29.96,0,60.8,OFF
DVC-105,2026-06-07 23:30:00,26.45,26.0,27.39,0,30.2,OFF
DVC-101,2026-06-03 02:30:00,25.73,26.0,25.11,0,53.9,OFF
DVC-105,2026-06-06 14:30:00,24.03,24.0,35.79,1,1333.3,COOL
DVC-103,2026-06-08 19:45:00,24.19,24.0,33.66,1,1536.7,COOL
DVC-103,2026-06-04 09:45:00,25.52,24.0,32.25,1,1500.3,COOL
DVC-104,2026-06-02 05:30:00,26.27,26.0,27.03,0,34.6,OFF
DVC-102,2026-06-09 03:45:00,25.16,26.0,24.84,0,35.2,OFF
DVC-102,2026-06-12 08:30:00,26.39,26.0,30.08,1,1326.5,COOL
DVC-101,2026-06-09 18:30:00,24.7,24.0,35.7,0,37.4,FAN
DVC-101,2026-06-03 00:00:00,26.16,26.0,26.53,0,45.4,OFF
DVC-102,2026-06-08 13:30:00,24.09,24.0,35.81,1,1356.0,COOL
DVC-103,2026-06-05 06:30:00,26.17,26.0,27.55,0,37.0,OFF
DVC-104,2026-06-01 08:30:00,26.32,26.0,30.45,1,1393.7,COOL
DVC-103,2026-06-12 21:45:00,24.83,26.0,29.67,0,44.3,FAN
DVC-104,2026-06-14 13:15:00,23.5,24.0,35.36,1,1251.5,COOL
DVC-103,2026-06-07 01:45:00,25.44,26.0,25.21,0,35.5,OFF
DVC-104,2026-06-10 01:15:00,23.5,26.0,25.99,0,51.5,OFF
DVC-104,2026-06-09 20:45:00,23.5,24.0,31.24,0,47.0,FAN
DVC-105,2026-06-11 08:45:00,26.26,26.0,30.79,1,1312.7,COOL
DVC-101,2026-06-01 23:00:00,25.57,26.0,27.75,0,51.2,OFF
DVC-105,2026-06-06 13:15:00,24.77,24.0,36.58,0,50.9,FAN
DVC-103,2026-06-13 15:00:00,24.13,24.0,37.48,1,1346.7,COOL
DVC-101,2026-06-10 12:30:00,24.22,24.0,36.35,1,1275.6,COOL
DVC-105,2026-06-07 19:15:00,24.63,24.0,34.35,0,43.7,FAN
DVC-104,2026-06-04 20:15:00,24.42,24.0,32.03,0,60.3,FAN
DVC-105,2026-06-09 11:15:00,24.3,24.0,33.49,1,1498.8,COOL
DVC-104,2026-06-11 14:45:00,23.5,24.0,37.09,1,1281.0,COOL
DVC-102,2026-06-12 04:15:00,25.37,26.0,25.62,0,37.7,OFF
DVC-102,2026-06-13 11:15:00,24.31,24.0,34.86,1,1348.4,COOL
DVC-102,2026-06-05 02:15:00,25.84,26.0,25.02,0,39.9,OFF
DVC-102,2026-06-06 21:00:00,24.57,26.0,31.28,0,37.3,FAN
DVC-103,2026-06-10 09:45:00,25.25,24.0,31.92,1,1338.7,COOL
DVC-102,2026-06-05 13:15:00,24.94,24.0,36.04,0,43.4,FAN
DVC-102,2026-06-10 18:45:00,24.62,24.0,33.94,0,45.4,FAN
DVC-102,2026-06-11 23:15:00,26.11,26.0,28.41,0,49.5,OFF
DVC-104,2026-06-13 19:30:00,23.5,24.0,32.04,0,46.0,FAN
DVC-104,2026-06-06 22:45:00,26.28,26.0,29.47,0,52.1,OFF
DVC-102,2026-06-07 17:30:00,24.13,24.0,36.24,1,1249.6,COOL
DVC-103,2026-06-12 12:30:00,24.49,24.0,35.65,0,37.1,FAN
DVC-105,2026-06-08 22:15:00,25.64,26.0,29.12,0,41.9,OFF
DVC-102,2026-06-08 15:00:00,24.82,24.0,36.14,0,47.7,FAN
DVC-101,2026-06-13 08:30:00,26.36,26.0,30.03,0,42.2,FAN
DVC-103,2026-06-03 15:00:00,24.34,24.0,36.84,1,1384.0,COOL
DVC-103,2026-06-12 09:45:00,25.12,24.0,32.48,1,1418.4,COOL
DVC-102,2026-06-12 20:15:00,24.3,24.0,31.8,1,1292.2,COOL
DVC-103,2026-06-14 07:45:00,26.22,26.0,30.37,0,38.1,OFF
DVC-101,2026-06-09 04:15:00,25.39,26.0,25.47,0,63.9,OFF
DVC-103,2026-06-09 13:00:00,24.74,24.0,36.18,0,56.7,FAN
DVC-105,2026-06-01 02:30:00,26.67,26.0,25.46,0,38.4,OFF
DVC-104,2026-06-09 07:00:00,23.5,26.0,28.43,0,41.7,OFF
DVC-105,2026-06-14 03:30:00,26.33,26.0,25.12,0,48.2,OFF
DVC-101,2026-06-10 00:45:00,26.48,26.0,25.77,0,52.7,OFF
DVC-103,2026-06-03 06:45:00,25.83,26.0,27.69,0,75.6,OFF
DVC-105,2026-06-12 12:45:00,24.02,24.0,35.95,1,1358.4,COOL
DVC-102,2026-06-13 00:15:00,25.52,26.0,27.72,0,55.7,OFF
DVC-101,2026-06-10 04:30:00,26.31,26.0,24.79,0,55.5,OFF
DVC-102,2026-06-04 14:45:00,24.68,24.0,36.9,0,39.6,FAN
DVC-105,2026-06-02 04:15:00,25.8,26.0,26.8,0,42.8,OFF
DVC-105,2026-06-05 07:15:00,25.79,26.0,27.77,0,40.4,OFF
DVC-102,2026-06-02 16:30:00,24.08,24.0,37.96,1,1422.1,COOL
DVC-101,2026-06-13 06:15:00,25.66,26.0,27.13,0,44.1,OFF
DVC-101,2026-06-12 12:00:00,24.21,24.0,34.58,1,1272.1,COOL
DVC-104,2026-06-12 11:45:00,23.5,24.0,35.08,0,49.4,FAN
DVC-102,2026-06-06 00:45:00,26.26,26.0,25.59,0,43.8,OFF
DVC-101,2026-06-08 01:45:00,25.78,26.0,25.22,0,53.6,OFF
DVC-101,2026-06-04 09:30:00,25.47,24.0,30.84,1,1339.0,COOL
DVC-103,2026-06-04 03:45:00,25.78,26.0,24.61,0,39.7,OFF
DVC-105,2026-06-01 16:45:00,24.1,24.0,36.12,1,1463.9,COOL
DVC-105,2026-06-08 17:45:00,24.88,24.0,34.59,0,55.1,FAN
DVC-103,2026-06-05 12:15:00,24.05,24.0,34.74,1,1307.2,COOL
DVC-102,2026-06-02 22:45:00,25.95,26.0,29.02,0,27.2,OFF
DVC-105,2026-06-13 03:00:00,26.12,26.0,25.13,0,41.4,OFF
DVC-104,2026-06-03 23:45:00,26.0,26.0,27.33,0,61.0,OFF
DVC-104,2026-06-14 02:00:00,23.5,26.0,25.31,0,38.0,OFF
DVC-101,2026-06-08 19:30:00,24.42,24.0,33.3,1,3669.0,COOL
DVC-104,2026-06-07 04:30:00,26.12,26.0,25.8,0,55.0,OFF
DVC-104,2026-06-08 20:45:00,24.31,24.0,31.63,0,56.1,FAN
DVC-105,2026-06-08 16:15:00,24.54,24.0,36.96,1,1122.0,COOL
DVC-102,2026-06-06 13:00:00,24.34,24.0,36.41,1,1344.1,COOL
DVC-103,2026-06-09 08:30:00,26.11,26.0,28.76,1,1234.3,COOL
DVC-104,2026-06-13 07:00:00,23.5,26.0,27.79,0,53.3,OFF
DVC-105,2026-06-02 15:00:00,24.9,24.0,36.89,0,36.7,FAN
DVC-103,2026-06-02 22:15:00,25.23,26.0,29.34,0,62.4,OFF
DVC-104,2026-06-04 03:30:00,25.82,26.0,23.59,0,55.7,OFF
DVC-104,2026-06-09 10:00:00,23.5,24.0,32.52,1,1181.5,COOL
DVC-105,2026-06-02 13:15:00,24.36,24.0,36.13,0,46.1,FAN
DVC-102,2026-06-12 16:45:00,24.63,24.0,35.37,0,52.5,FAN
DVC-102,2026-06-05 07:45:00,26.0,26.0,28.82,0,43.3,OFF
DVC-105,2026-06-05 04:30:00,25.52,26.0,27.04,0,40.4,OFF
DVC-105,2026-06-02 14:30:00,24.45,24.0,38.6,1,1383.2,COOL
DVC-103,2026-06-07 04:00:00,25.54,26.0,25.6,0,33.3,OFF
DVC-105,2026-06-01 22:00:00,25.81,26.0,29.75,0,37.3,OFF
DVC-102,2026-06-10 14:15:00,24.16,24.0,36.73,1,1438.7,COOL
DVC-104,2026-06-08 22:30:00,25.49,26.0,29.19,0,40.4,OFF
DVC-105,2026-06-09 12:00:00,24.16,24.0,34.62,1,1190.3,COOL
DVC-104,2026-06-13 12:45:00,23.5,24.0,36.08,1,1239.4,COOL
DVC-105,2026-06-10 00:45:00,25.84,26.0,26.85,0,59.4,OFF
DVC-105,2026-06-11 19:30:00,24.1,24.0,33.16,1,1343.3,COOL
DVC-101,2026-06-05 12:45:00,24.61,24.0,35.63,0,36.3,FAN
DVC-102,2026-06-05 16:45:00,24.07,24.0,37.45,1,1311.4,COOL
DVC-105,2026-06-02 12:30:00,24.68,24.0,36.02,0,53.0,FAN
DVC-105,2026-06-03 13:45:00,24.78,24.0,36.86,0,38.6,FAN
DVC-103,2026-06-14 14:15:00,24.65,24.0,37.84,0,46.0,FAN
DVC-104,2026-06-08 14:30:00,24.3,24.0,36.68,1,1434.5,COOL
DVC-105,2026-06-05 17:30:00,24.59,24.0,36.24,0,35.3,FAN
DVC-104,2026-06-07 08:30:00,26.23,26.0,29.73,1,1297.3,COOL
DVC-101,2026-06-13 23:15:00,26.06,26.0,27.71,0,42.4,OFF
DVC-101,2026-06-11 16:00:00,24.44,24.0,35.53,1,1289.9,COOL
DVC-101,2026-06-08 15:30:00,24.8,24.0,37.12,0,31.2,FAN
DVC-104,2026-06-10 18:00:00,23.5,24.0,34.88,1,1407.5,COOL
DVC-103,2026-06-09 12:00:00,24.21,24.0,35.52,1,1467.5,COOL
DVC-103,2026-06-07 02:15:00,25.59,26.0,25.22,0,41.7,OFF
DVC-103,2026-06-02 04:30:00,25.78,26.0,25.34,0,31.2,OFF
DVC-101,2026-06-11 02:00:00,25.51,26.0,25.76,0,33.7,OFF
DVC-102,2026-06-06 20:30:00,24.06,24.0,32.56,1,1429.5,COOL
DVC-103,2026-06-13 22:15:00,25.34,26.0,29.05,0,45.1,OFF
DVC-104,2026-06-07 07:45:00,27.17,26.0,28.46,0,39.7,OFF
DVC-102,2026-06-12 03:30:00,25.35,26.0,25.34,0,27.1,OFF
DVC-101,2026-06-09 03:30:00,25.45,26.0,26.13,0,45.4,OFF
DVC-102,2026-06-03 07:30:00,26.79,26.0,28.25,0,39.4,OFF
DVC-101,2026-06-10 08:15:00,26.39,26.0,29.31,0,38.8,FAN
DVC-104,2026-06-08 16:30:00,24.3,24.0,35.62,1,1277.6,COOL
DVC-103,2026-06-06 10:30:00,24.43,24.0,33.31,1,1424.5,COOL
DVC-103,2026-06-01 12:45:00,24.43,24.0,35.86,1,1130.7,COOL
DVC-104,2026-06-04 15:30:00,24.26,24.0,37.66,1,1142.7,COOL
DVC-104,2026-06-11 16:45:00,23.5,24.0,36.87,1,1217.1,COOL
DVC-105,2026-06-02 17:00:00,24.26,24.0,36.32,1,1311.1,COOL
DVC-102,2026-06-11 21:15:00,24.84,26.0,29.34,0,45.1,FAN
DVC-105,2026-06-14 23:15:00,26.09,26.0,26.52,0,50.4,OFF
DVC-103,2026-06-05 23:45:00,25.89,26.0,27.97,0,60.9,OFF
DVC-104,2026-06-01 07:45:00,27.19,26.0,29.11,0,46.3,OFF
DVC-103,2026-06-09 10:30:00,24.48,24.0,32.45,1,1430.8,COOL
DVC-101,2026-06-05 21:15:00,24.95,26.0,30.03,0,56.0,FAN
DVC-103,2026-06-03 01:30:00,25.89,26.0,26.34,0,38.5,OFF
DVC-102,2026-06-04 23:15:00,26.16,26.0,27.26,0,54.4,OFF
DVC-102,2026-06-10 10:15:00,24.87,24.0,33.65,1,1564.9,COOL
DVC-103,2026-06-04 18:15:00,24.62,24.0,35.02,0,31.5,FAN
DVC-102,2026-06-10 08:00:00,26.27,26.0,29.42,1,1423.4,COOL
DVC-103,2026-06-11 07:45:00,26.75,26.0,28.21,0,32.8,OFF
DVC-101,2026-06-09 14:30:00,24.49,24.0,36.97,1,1545.3,COOL
DVC-105,2026-06-01 14:15:00,24.03,24.0,36.01,1,1507.1,COOL
DVC-103,2026-06-06 11:00:00,24.51,24.0,33.57,0,55.2,FAN
DVC-101,2026-06-07 19:15:00,24.38,24.0,32.99,1,1384.9,COOL
DVC-101,2026-06-13 06:00:00,25.52,26.0,26.3,0,58.5,OFF
DVC-102,2026-06-10 12:45:00,24.26,24.0,36.14,1,1281.3,COOL
DVC-104,2026-06-14 06:15:00,23.5,26.0,28.0,0,58.0,OFF
DVC-104,2026-06-07 00:00:00,26.86,26.0,26.22,0,47.1,OFF
DVC-101,2026-06-03 18:30:00,24.14,24.0,34.75,1,1567.1,COOL
DVC-103,2026-06-01 15:15:00,24.6,24.0,37.41,0,61.2,FAN
DVC-103,2026-06-03 07:00:00,25.79,26.0,28.16,0,43.7,OFF
DVC-101,2026-06-10 06:00:00,26.35,26.0,25.26,0,52.5,OFF
DVC-102,2026-06-12 17:15:00,24.11,24.0,36.94,1,1347.9,COOL
DVC-105,2026-06-11 21:00:00,24.72,26.0,30.65,0,54.3,FAN
DVC-105,2026-06-03 19:15:00,24.67,24.0,32.77,1,1633.0,COOL
DVC-105,2026-06-08 14:45:00,24.58,24.0,36.85,0,40.8,FAN
DVC-104,2026-06-11 21:30:00,23.5,26.0,30.33,0,43.3,FAN
DVC-103,2026-06-01 21:00:00,24.2,26.0,30.59,0,40.8,FAN
DVC-105,2026-06-13 11:00:00,24.05,24.0,34.46,1,1438.8,COOL
DVC-101,2026-06-04 08:30:00,26.08,26.0,30.92,0,31.4,FAN
DVC-105,2026-06-12 07:45:00,26.63,26.0,27.59,0,36.7,OFF
DVC-102,2026-06-09 15:00:00,24.38,24.0,37.01,1,1270.6,COOL
DVC-103,2026-06-11 19:15:00,24.14,24.0,33.48,1,1599.4,COOL
DVC-102,2026-06-04 22:45:00,25.99,26.0,28.32,0,40.2,OFF
DVC-103,2026-06-14 23:45:00,25.79,26.0,27.28,0,42.3,OFF
DVC-101,2026-06-06 05:15:00,25.98,26.0,26.55,0,43.2,OFF
DVC-101,2026-06-11 21:30:00,25.33,26.0,29.89,0,59.0,FAN
DVC-105,2026-06-09 16:45:00,24.19,24.0,36.89,1,1272.1,COOL
DVC-101,2026-06-10 05:30:00,26.21,26.0,26.99,0,57.2,OFF
DVC-104,2026-06-10 15:15:00,23.5,24.0,36.15,1,1320.4,COOL
DVC-102,2026-06-03 17:00:00,24.57,24.0,34.67,0,44.5,FAN
DVC-103,2026-06-10 21:00:00,24.99,26.0,31.86,0,38.2,FAN
DVC-105,2026-06-06 05:15:00,25.65,26.0,25.39,0,51.2,OFF
DVC-102,2026-06-04 03:00:00,25.81,26.0,25.06,0,60.9,OFF
DVC-103,2026-06-07 00:45:00,25.58,26.0,25.35,0,43.9,OFF
DVC-102,2026-06-09 02:15:00,25.27,26.0,24.85,0,66.4,OFF
DVC-101,2026-06-08 00:45:00,25.76,26.0,26.22,0,44.4,OFF
DVC-102,2026-06-11 15:15:00,24.21,24.0,37.21,1,1535.7,COOL
DVC-101,2026-06-10 19:30:00,24.49,24.0,33.59,0,26.6,FAN
DVC-102,2026-06-07 02:30:00,26.03,26.0,25.83,0,56.5,OFF
DVC-103,2026-06-03 07:15:00,25.78,26.0,29.15,0,41.1,OFF
DVC-104,2026-06-10 16:45:00,23.5,24.0,37.29,1,1354.5,COOL
DVC-104,2026-06-04 19:15:00,24.35,24.0,33.76,1,1306.2,COOL
DVC-104,2026-06-01 07:15:00,27.1,26.0,27.38,0,47.4,OFF
DVC-101,2026-06-14 18:15:00,24.27,24.0,34.62,1,1387.5,COOL
DVC-105,2026-06-07 00:00:00,26.5,26.0,27.79,0,31.3,OFF
DVC-102,2026-06-07 02:15:00,26.07,26.0,24.48,0,42.1,OFF
DVC-101,2026-06-04 15:15:00,25.03,24.0,37.87,0,37.4,FAN
DVC-101,2026-06-10 17:00:00,24.23,24.0,36.9,1,1482.5,COOL
DVC-101,2026-06-12 14:00:00,24.67,24.0,36.1,1,1363.6,COOL
DVC-102,2026-06-05 05:30:00,25.57,26.0,25.41,0,41.9,OFF
DVC-105,2026-06-05 04:45:00,25.48,26.0,25.68,0,47.4,OFF
DVC-102,2026-06-14 15:00:00,24.13,24.0,37.34,1,1334.2,COOL
DVC-105,2026-06-06 11:45:00,24.5,24.0,34.6,0,35.4,FAN
DVC-101,2026-06-11 08:15:00,26.28,26.0,30.62,0,47.8,FAN
DVC-103,2026-06-02 18:15:00,24.24,24.0,34.18,1,1139.0,COOL
DVC-101,2026-06-10 19:15:00,24.29,24.0,34.19,1,1360.2,COOL
DVC-104,2026-06-10 13:45:00,23.5,24.0,36.03,1,1175.6,COOL
DVC-103,2026-06-11 10:45:00,24.11,24.0,33.91,1,1474.4,COOL
DVC-102,2026-06-14 02:00:00,25.97,26.0,24.92,0,43.0,OFF
DVC-102,2026-06-02 13:45:00,24.63,24.0,36.73,0,48.2,FAN
DVC-101,2026-06-01 04:15:00,25.96,26.0,24.74,0,59.7,OFF
DVC-104,2026-06-01 09:30:00,25.23,24.0,32.36,1,1420.3,COOL
DVC-105,2026-06-13 02:30:00,26.21,26.0,24.7,0,43.0,OFF
DVC-104,2026-06-13 09:45:00,23.5,24.0,31.49,1,1308.7,COOL
DVC-103,2026-06-12 23:30:00,25.63,26.0,27.17,0,59.1,OFF
DVC-105,2026-06-01 06:00:00,26.21,26.0,26.78,0,45.4,OFF
DVC-104,2026-06-12 03:15:00,23.5,26.0,25.0,0,49.8,OFF
DVC-103,2026-06-10 18:15:00,24.26,24.0,33.66,1,1488.3,COOL
DVC-104,2026-06-08 19:30:00,24.58,24.0,33.11,0,40.4,FAN
DVC-105,2026-06-14 20:00:00,24.59,24.0,32.68,0,30.4,FAN
DVC-102,2026-06-06 07:00:00,26.16,26.0,28.86,0,27.3,OFF
DVC-103,2026-06-12 01:00:00,25.78,26.0,26.06,0,44.4,OFF
DVC-103,2026-06-13 14:15:00,24.31,24.0,36.33,1,1145.6,COOL
DVC-104,2026-06-13 14:45:00,23.5,24.0,36.62,1,1571.9,COOL
DVC-102,2026-06-14 00:45:00,26.17,26.0,25.64,0,34.6,OFF
DVC-102,2026-06-11 18:00:00,0.0,24.0,34.8,1,1374.0,COOL
DVC-103,2026-06-10 07:00:00,25.51,26.0,28.81,0,56.7,OFF
DVC-102,2026-06-09 17:15:00,24.07,24.0,35.67,1,1301.3,COOL
DVC-104,2026-06-06 02:30:00,25.89,26.0,24.61,0,66.9,OFF
DVC-104,2026-06-09 21:45:00,23.5,26.0,28.41,0,52.6,FAN
DVC-103,2026-06-05 23:30:00,25.85,26.0,27.08,0,53.5,OFF
DVC-101,2026-06-02 17:15:00,24.46,24.0,35.45,1,1156.2,COOL
DVC-105,2026-06-03 00:00:00,25.8,26.0,25.73,0,34.1,OFF
DVC-103,2026-06-02 20:45:00,24.31,24.0,31.94,0,54.0,FAN
DVC-104,2026-06-01 02:45:00,26.52,26.0,23.72,0,42.0,OFF
DVC-101,2026-06-07 11:15:00,24.21,24.0,34.35,1,1359.9,COOL
